file_name,match_on_line,line_content
Reactions.html,1601,"<li id=""cite_note-59""><span class=""mw-cite-backlink""><a href=""#cite_ref-59"">↑</a></span> <span class=""reference-text"">""Pharmacopeia of the United States of America, 32nd revision, and the National Formulary, 27th edition,"" 2009, pp.1 to 12.</span>
"
Read_more.html,61,"<ul><li><b>United States of America:</b></li></ul>
"
Reconstruction.html,74,"<p><b>Reconstruction</b> was a time period (12 years; 1865 - 1877), when the <a href=""/wiki/United_States_of_America"" class=""mw-redirect"" title=""United States of America"">United States of America</a> was going through a period of ""reconstruction"", to ""construct"" back the nation after the deadly <a href=""/wiki/The_US_Civil_War"" title=""The US Civil War"">Civil War (1861 - 1865)</a>, in which the North and South fought against each other, mainly around <b>slavery</b> (but other issues as well). After Reconstruction, the US took another huge change, and we are going to talk about that in this page.
"
Reconstruction.html,92,"<p>The ""Reconstruction Amendments"" are the 13th, 14th, and 15th Amendments to the Constitution of the United States of America. These Amendments have to deal with ""Reconstruction"" since they ""revolve"" around Reconstruction issues. The 13th Amendment <b>banned slavery in the US and all of its territories</b>. The 14th Amendment <b>grants citizenship to all persons born in the US and guarantees them equal protection under the law</b>, and the 15th Amendment <b>ensures all citizens the right to vote regardless of race, color, or previous condition of <i>servitude</i></b> (<sup><a rel=""nofollow"" class=""external text"" href=""http://www.wordcentral.com/cgi-bin/student?book=Student&amp;va=servitude"">1</a></sup>). 
"
Regulatory_focus_theory_and_goal_pursuit.html,116,"</p><p>A person’s inclination to utilise promotion-focused behaviour is a result of both their parenting and being raised in a promotion-focused culture (e.g., Italy and the United States of America) (Fulmer et al., 2010). People may adopt a promotion focus situationally when primed by their <a href=""https://en.wikipedia.org/wiki/Environment"" class=""extiw"" title=""w:Environment"">environment</a>, or when it is required in order to achieve a specific goal. It can also become a chronic state of mind (Costa, Farias, &amp; Angelo, 2018). This happens when individual is internally promotion-focused as a result of having deeply integrated the values of achievement, accomplishment, and success.
"
Reign_of_Nicholas_II_(1894-1917).html,1075,"<p><b>Fischer, Emil Sigmund, </b><i>Overland via the Trans-Siberian railway: description of a trip from the Far East to Europe and the United States of America. </i>Tientsin: Tientsin Press, 1908. ix+44pp.
"
Reproducible_Science.html,85,"<li id=""cite_note-2""><span class=""mw-cite-backlink""><a href=""#cite_ref-2"">↑</a></span> <span class=""reference-text""><span class=""citation Journal"">Leek,&#32;Jeffrey T&#59;&#32;Peng,&#32;Roger D&#32;(February 10, 2015).&#32;<a rel=""nofollow"" class=""external text"" href=""http://www.pnas.org/content/112/6/1645.full"">""Reproducible research can still be wrong: Adopting a prevention approach""</a>.&#32;<i><a href=""https://en.wikipedia.org/wiki/Proceedings_of_the_National_Academy_of_Sciences_of_the_United_States_of_America"" class=""extiw"" title=""wikipedia:Proceedings of the National Academy of Sciences of the United States of America"">Proceedings of the National Academy of Sciences of the United States of America</a></i>&#32;<b>112</b>&#32;(6):  1645–1646.&#32;doi:<a rel=""nofollow"" class=""external text"" href=""https://dx.doi.org/10.1073%2Fpnas.1421412111"">10.1073/pnas.1421412111</a><span class=""printonly"">.&#32;<a rel=""nofollow"" class=""external free"" href=""http://www.pnas.org/content/112/6/1645.full"">http://www.pnas.org/content/112/6/1645.full</a></span>.</span><span class=""Z3988"" title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.atitle=Reproducible+research+can+still+be+wrong%3A+Adopting+a+prevention+approach&amp;rft.jtitle=%5B%5BWikipedia%3AProceedings+of+the+National+Academy+of+Sciences+of+the+United+States+of+America%7CProceedings+of+the+National+Academy+of+Sciences+of+the+United+States+of+America%5D%5D&amp;rft.aulast=Leek&amp;rft.aufirst=Jeffrey+T&amp;rft.au=Leek%2C%26%2332%3BJeffrey+T&amp;rft.au=Peng%2C%26%2332%3BRoger+D&amp;rft.date=February+10%2C+2015&amp;rft.volume=112&amp;rft.issue=6&amp;rft.pages=1645%E2%80%931646&amp;rft_id=info:doi/10.1073%2Fpnas.1421412111&amp;rft_id=http%3A%2F%2Fwww.pnas.org%2Fcontent%2F112%2F6%2F1645.full&amp;rfr_id=info:sid/en.wikipedia.org:Reproducible_Science""><span style=""display: none;"">&#160;</span></span></span>
"
RNA_interference.html,436,"<li id=""cite_note-20""><span class=""mw-cite-backlink""><a href=""#cite_ref-20"">↑</a></span> <span class=""reference-text"">Morita, T., et al. (2006). ""Translational repression is sufficient for gene silencing by bacterial small noncoding RNAs in the absence of mRNA destruction."" Proceedings of the National Academy of Sciences of the United States of America 103(13): 4858-4863.</span>
"
RNA_interference.html,534,"<li id=""cite_note-69""><span class=""mw-cite-backlink""><a href=""#cite_ref-69"">↑</a></span> <span class=""reference-text"">Baumberger, N. and D. Baulcombe (2005). ""Arabidopsis ARGONAUTE1 is an RNA Slicer that selectively recruits microRNAs and short interfering RNAs."" Proceedings of the National Academy of Sciences of the United States of America 102(33): 11928-11933.</span>
"
RNA_interference.html,634,"<li id=""cite_note-119""><span class=""mw-cite-backlink""><a href=""#cite_ref-119"">↑</a></span> <span class=""reference-text"">Sugiyama, T., et al. (2005). ""RNA-dependent RNA polymerase is an essential component of a self-enforcing loop coupling heterochromatin assembly to siRNA production."" Proceedings of the National Academy of Sciences of the United States of America 102(1): 152-157.</span>
"
RNA_interference.html,642,"<li id=""cite_note-123""><span class=""mw-cite-backlink""><a href=""#cite_ref-123"">↑</a></span> <span class=""reference-text"">Kurihara, Y. and Y. Watanabe (2004). ""Arabidopsis micro-RNA biogenesis through Dicer-like 1 protein functions."" Proceedings of the National Academy of Sciences of the United States of America 101(34): 12753-12758.</span>
"
RNA_interference.html,646,"<li id=""cite_note-125""><span class=""mw-cite-backlink""><a href=""#cite_ref-125"">↑</a></span> <span class=""reference-text"">Kurihara, Y. and Y. Watanabe (2004). ""Arabidopsis micro-RNA biogenesis through Dicer-like 1 protein functions."" Proceedings of the National Academy of Sciences of the United States of America 101(34): 12753-12758.</span>
"
RNA_interference.html,656,"<li id=""cite_note-130""><span class=""mw-cite-backlink""><a href=""#cite_ref-130"">↑</a></span> <span class=""reference-text"">Xie, Z., et al. (2005). ""DICER-LIKE 4 functions in trans-acting small interfering RNA biogenesis and vegetative phase change in Arabidopsis thaliana."" Proceedings of the National Academy of Sciences of the United States of America 102(36): 12984-12989.</span>
"
RNA_interference.html,676,"<li id=""cite_note-140""><span class=""mw-cite-backlink""><a href=""#cite_ref-140"">↑</a></span> <span class=""reference-text"">Park, M. Y., et al. (2005). ""Nuclear processing and export of microRNAs in Arabidopsis."" Proceedings of the National Academy of Sciences of the United States of America 102(10): 3691-3696.</span>
"
RNA_interference.html,772,"<li id=""cite_note-188""><span class=""mw-cite-backlink""><a href=""#cite_ref-188"">↑</a></span> <span class=""reference-text"">Baumberger, N. and D. Baulcombe (2005). ""Arabidopsis ARGONAUTE1 is an RNA Slicer that selectively recruits microRNAs and short interfering RNAs."" Proceedings of the National Academy of Sciences of the United States of America 102(33): 11928-11933.</span>
"
Role_of_alpha-synuclein.html,131,"<li id=""cite_note-1""><span class=""mw-cite-backlink""><a href=""#cite_ref-1"">↑</a></span> <span class=""reference-text"">Shults, Clifford W. “Lewy Bodies.” Proceedings of the National Academy of Sciences of the United States of America 103, no. 6 (February 7, 2006): 1661–1668. doi:10.1073/pnas.0509567103. <a rel=""nofollow"" class=""external free"" href=""http://www.pnas.org/content/103/6/1661.full"">http://www.pnas.org/content/103/6/1661.full</a>.</span>
"
Role_of_alpha-synuclein.html,153,"<li id=""cite_note-12""><span class=""mw-cite-backlink""><a href=""#cite_ref-12"">↑</a></span> <span class=""reference-text"">Winner, Beate, Roberto Jappelli, Samir K. Maji, Paula A. Desplats, Leah Boyer, Stefan Aigner, Claudia Hetzer, et al. “In Vivo Demonstration That ?-synuclein Oligomers Are Toxic.” Proceedings of the National Academy of Sciences of the United States of America 108, no. 10 (March 8, 2011): 4194–4199. doi:10.1073/pnas.1100976108.  <a rel=""nofollow"" class=""external free"" href=""http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3053976/"">http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3053976/</a>.</span>
"
Scotland.html,195,"<ol><li>United States of America</li>
"
Selecting_a_university.html,53,"<li class=""toclevel-2 tocsection-2""><a href=""#United_States_of_America""><span class=""tocnumber"">1.1</span> <span class=""toctext"">United States of America</span></a></li>
"
Selecting_a_university.html,69,"<h3><span class=""mw-headline"" id=""United_States_of_America"">United States of America</span><span class=""mw-editsection""><span class=""mw-editsection-bracket"">[</span><a href=""/w/index.php?title=Selecting_a_university&amp;veaction=edit&amp;section=2"" class=""mw-editsection-visualeditor"" title=""Edit section: United States of America"">edit</a><span class=""mw-editsection-divider""> | </span><a href=""/w/index.php?title=Selecting_a_university&amp;action=edit&amp;section=2"" title=""Edit section: United States of America"">edit source</a><span class=""mw-editsection-bracket"">]</span></span></h3>
"
Selective_mutism_and_emotional_well-being.html,404,"<div style=""padding-left: 2em; text-indent: -2em"">Reeve, J. (2015). <i>Understanding motivation and emotion</i> (6th ed.). United States of America: Wiley
"
Sensation_seeking_and_alcohol.html,549,"</p><p>Reeve, J. (2009). <i>Understanding motivation and emotion</i>. United States of America: John Willey &amp;Sons, Inc.
"
Sexual_assault_non-reporting_motivation.html,261,"</p><p>Values, M. (2015). <i>Media's New Mood: Sexual Violence</i>. United States of America: Center for Media Literacy.
"
"ShK_toxin:_history,_structure_and_therapeutic_applications_for_autoimmune_diseases.html",860,"<li id=""cite_note-Kv1.3-7""><span class=""mw-cite-backlink"">↑ <sup><a href=""#cite_ref-Kv1.3_7-0"">6.0</a></sup> <sup><a href=""#cite_ref-Kv1.3_7-1"">6.1</a></sup> <sup><a href=""#cite_ref-Kv1.3_7-2"">6.2</a></sup> <sup><a href=""#cite_ref-Kv1.3_7-3"">6.3</a></sup> <sup><a href=""#cite_ref-Kv1.3_7-4"">6.4</a></sup> <sup><a href=""#cite_ref-Kv1.3_7-5"">6.5</a></sup></span> <span class=""reference-text""><span class=""citation Journal"">Beeton,&#32;C&#59;&#32;Wulff,&#32;H&#59;&#32;Standifer,&#32;NE&#59;&#32;Azam,&#32;P&#59;&#32;Mullen,&#32;KM&#59;&#32;Pennington,&#32;MW&#59;&#32;Kolski-Andreaco,&#32;A&#59;&#32;Wei,&#32;E&#32;<i>et al</i>.&#32;(November 14, 2006).&#32;<a rel=""nofollow"" class=""external text"" href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1859943/"">""Kv1.3 channels are a therapeutic target for T cell-mediated autoimmune diseases""</a>.&#32;<i>Proceedings of the National Academy of Sciences of the United States of America</i>&#32;<b>103</b>&#32;(46):  17414–17419.&#32;doi:<a rel=""nofollow"" class=""external text"" href=""https://dx.doi.org/10.1073%2Fpnas.0605136103"">10.1073/pnas.0605136103</a><span class=""printonly"">.&#32;<a rel=""nofollow"" class=""external free"" href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1859943/"">https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1859943/</a></span>.</span><span class=""Z3988"" title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.atitle=Kv1.3+channels+are+a+therapeutic+target+for+T+cell-mediated+autoimmune+diseases&amp;rft.jtitle=Proceedings+of+the+National+Academy+of+Sciences+of+the+United+States+of+America&amp;rft.aulast=Beeton&amp;rft.aufirst=C&amp;rft.au=Beeton%2C%26%2332%3BC&amp;rft.au=Wulff%2C%26%2332%3BH&amp;rft.au=Standifer%2C%26%2332%3BNE&amp;rft.au=Azam%2C%26%2332%3BP&amp;rft.au=Mullen%2C%26%2332%3BKM&amp;rft.au=Pennington%2C%26%2332%3BMW&amp;rft.au=Kolski-Andreaco%2C%26%2332%3BA&amp;rft.au=Wei%2C%26%2332%3BE&amp;rft.au=Grino%2C%26%2332%3BA&amp;rft.date=November+14%2C+2006&amp;rft.volume=103&amp;rft.issue=46&amp;rft.pages=17414%E2%80%9317419&amp;rft_id=info:doi/10.1073%2Fpnas.0605136103&amp;rft_id=https%3A%2F%2Fwww.ncbi.nlm.nih.gov%2Fpmc%2Farticles%2FPMC1859943%2F&amp;rfr_id=info:sid/en.wikipedia.org:WikiJournal_of_Science/ShK_toxin:_history,_structure_and_therapeutic_applications_for_autoimmune_diseases""><span style=""display: none;"">&#160;</span></span></span>
"
Small_group_study.html,796,"<li id=""cite_note-Schultz-33""><span class=""mw-cite-backlink"">↑ <sup><a href=""#cite_ref-Schultz_33-0"">33.0</a></sup> <sup><a href=""#cite_ref-Schultz_33-1"">33.1</a></sup> <sup><a href=""#cite_ref-Schultz_33-2"">33.2</a></sup> <sup><a href=""#cite_ref-Schultz_33-3"">33.3</a></sup></span> <span class=""reference-text""><span class=""citation Journal"">Ted R. Schultz&#59;&#32;Seán G. Brady&#32;(April 2008).&#32;<a rel=""nofollow"" class=""external text"" href=""http://www.pnas.org/content/105/14/5435.long"">""Major evolutionary transitions in ant agriculture""</a>.&#32;<i>Proceedings of the National Academy of Sciences of the United States of America</i>&#32;<b>105</b>&#32;(14):  5435-40.&#32;doi:<a rel=""nofollow"" class=""external text"" href=""https://dx.doi.org/10.1073%2Fpnas.0711024105"">10.1073/pnas.0711024105</a><span class=""printonly"">.&#32;<a rel=""nofollow"" class=""external free"" href=""http://www.pnas.org/content/105/14/5435.long"">http://www.pnas.org/content/105/14/5435.long</a></span><span class=""reference-accessdate"">.&#32;Retrieved 2011-08-17</span>.</span><span class=""Z3988"" title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.atitle=Major+evolutionary+transitions+in+ant+agriculture&amp;rft.jtitle=Proceedings+of+the+National+Academy+of+Sciences+of+the+United+States+of+America&amp;rft.aulast=Ted+R.+Schultz&amp;rft.au=Ted+R.+Schultz&amp;rft.au=Se%C3%A1n+G.+Brady&amp;rft.date=April+2008&amp;rft.volume=105&amp;rft.issue=14&amp;rft.pages=5435-40&amp;rft_id=info:doi/10.1073%2Fpnas.0711024105&amp;rft_id=http%3A%2F%2Fwww.pnas.org%2Fcontent%2F105%2F14%2F5435.long&amp;rfr_id=info:sid/en.wikipedia.org:Dominant_group/Small_group_study""><span style=""display: none;"">&#160;</span></span></span>
"
Social_needs_2.html,366,"<li id=""cite_note-test-1""><span class=""mw-cite-backlink"">↑ <sup><a href=""#cite_ref-test_1-0"">1.0</a></sup> <sup><a href=""#cite_ref-test_1-1"">1.1</a></sup> <sup><a href=""#cite_ref-test_1-2"">1.2</a></sup></span> <span class=""reference-text"">[Rathus, S. A., Maheu, S. J., &amp; Veenvliet, S. G. (2012). Psych. United States of America: Nelson Education Ltd.],</span>
"
Solar_eclipse_lab_on_a_sunny_day.html,557,"<div class=""thumb tleft""><div class=""thumbinner"" style=""width:222px;""><a href=""/wiki/File:Total_solar_eclipse_NASA_TSE2017-1.gif"" class=""image""><img alt="""" src=""//upload.wikimedia.org/wikipedia/commons/thumb/0/09/Total_solar_eclipse_NASA_TSE2017-1.gif/220px-Total_solar_eclipse_NASA_TSE2017-1.gif"" decoding=""async"" width=""220"" height=""219"" class=""thumbimage"" srcset=""//upload.wikimedia.org/wikipedia/commons/thumb/0/09/Total_solar_eclipse_NASA_TSE2017-1.gif/330px-Total_solar_eclipse_NASA_TSE2017-1.gif 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/0/09/Total_solar_eclipse_NASA_TSE2017-1.gif/440px-Total_solar_eclipse_NASA_TSE2017-1.gif 2x"" data-file-width=""553"" data-file-height=""551"" /></a>  <div class=""thumbcaption""><div class=""magnify""><a href=""/wiki/File:Total_solar_eclipse_NASA_TSE2017-1.gif"" class=""internal"" title=""Enlarge""></a></div>2017 August 21, a total eclipse of the Sun  occurs in United States of America.</div></div></div>
"
Spanish%E2%80%93American_War.html,5,"<script>document.documentElement.className=""client-js"";RLCONF={""wgBreakFrames"":!1,""wgSeparatorTransformTable"":["""",""""],""wgDigitTransformTable"":["""",""""],""wgDefaultDateFormat"":""dmy"",""wgMonthNames"":["""",""January"",""February"",""March"",""April"",""May"",""June"",""July"",""August"",""September"",""October"",""November"",""December""],""wgRequestId"":""YEFGMP0Agub05d9pG1bbSQAAAVM"",""wgCSPNonce"":!1,""wgCanonicalNamespace"":"""",""wgCanonicalSpecialPageName"":!1,""wgNamespaceNumber"":0,""wgPageName"":""Spanish–American_War"",""wgTitle"":""Spanish–American War"",""wgCurRevisionId"":1567237,""wgRevisionId"":1567237,""wgArticleId"":204259,""wgIsArticle"":!0,""wgIsRedirect"":!1,""wgAction"":""view"",""wgUserName"":null,""wgUserGroups"":[""*""],""wgCategories"":[""Military History"",""United States of America""],""wgPageContentLanguage"":""en"",""wgPageContentModel"":""wikitext"",""wgRelevantPageName"":""Spanish–American_War"",""wgRelevantArticleId"":204259,""wgIsProbablyEditable"":!0,""wgRelevantPageIsProbablyEditable"":!0,""wgRestrictionEdit"":[],""wgRestrictionMove"":[
"
Spanish%E2%80%93American_War.html,91,"		<div id=""catlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal-catlinks"" class=""mw-normal-catlinks""><a href=""/wiki/Special:Categories"" title=""Special:Categories"">Categories</a>: <ul><li><a href=""/wiki/Category:Military_History"" title=""Category:Military History"">Military History</a></li><li><a href=""/wiki/Category:United_States_of_America"" title=""Category:United States of America"">United States of America</a></li></ul></div></div>
"
Sports_Patents.html,118,"</p><p>Ide, T. M., Infusino, R. J., Kraemer, N., Withnall, C. R., &amp; Bayne, T. D. (2005). Patent No. 6934971. United States of America.
"
St._Kitts_and_Nevis.html,201,"<p>St.Kitts and Nevis is part of the common law family. This meaning, a lot of the basis comes from the English tradition. This follow suits with the United States of America.<sup id=""cite_ref-23"" class=""reference""><a href=""#cite_note-23"">&#91;23&#93;</a></sup> In this case, it takes the same requirements to get married in St.Kitts and Nevis as it does in United States of America. 
"
St._Kitts_and_Nevis.html,224,"<p>Woman are mostly in control of the children. Woman are known are care takers to their children. In a family setting, like United States of America, the parents are a couple will make decisions for the family.<sup id=""cite_ref-27"" class=""reference""><a href=""#cite_note-27"">&#91;27&#93;</a></sup>
"
States_and_Cyberbullying.html,47,"		<div id=""mw-content-text"" lang=""en"" dir=""ltr"" class=""mw-content-ltr""><div class=""mw-parser-output""><p><b>Cyberbullying in the United States of America</b>
"
Mercury.html,322,"<li id=""cite_note-Russell-9""><span class=""mw-cite-backlink"">↑ <sup><a href=""#cite_ref-Russell_9-0"">9.0</a></sup> <sup><a href=""#cite_ref-Russell_9-1"">9.1</a></sup> <sup><a href=""#cite_ref-Russell_9-2"">9.2</a></sup> <sup><a href=""#cite_ref-Russell_9-3"">9.3</a></sup></span> <span class=""reference-text""><cite id=""CITEREFC._T._RussellD._N._BakerJ._A._Slavin1988"" class=""citation book cs1"">C. T. Russell; D. N. Baker; J. A. Slavin (January 1, 1988).  Faith Vilas; Clark R. Chapman; Mildred Shapley Matthews (eds.). <a rel=""nofollow"" class=""external text"" href=""http://www-ssc.igpp.ucla.edu/personnel/russell/papers/magMercury.pdf""><i>The Magnetosphere of Mercury, In: </i>Mercury<i><span></span></i></a> <span class=""cs1-format"">(PDF)</span>. Tucson, Arizona, United States of America: University of Arizona Press. pp.&#160;514–61. <a href=""/wiki/Bibcode_(identifier)"" title=""Bibcode (identifier)"">Bibcode</a>:<a rel=""nofollow"" class=""external text"" href=""https://ui.adsabs.harvard.edu/abs/1988merc.book..514R"">1988merc.book..514R</a>. <a href=""/wiki/ISBN_(identifier)"" class=""mw-redirect"" title=""ISBN (identifier)"">ISBN</a>&#160;<a href=""/wiki/Special:BookSources/0816510857"" title=""Special:BookSources/0816510857""><bdi>0816510857</bdi></a><span class=""reference-accessdate"">. Retrieved <span class=""nowrap"">2012-08-23</span></span>.</cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=The+Magnetosphere+of+Mercury%2C+In%3A+Mercury&amp;rft.place=Tucson%2C+Arizona%2C+United+States+of+America&amp;rft.pages=514-61&amp;rft.pub=University+of+Arizona+Press&amp;rft.date=1988-01-01&amp;rft_id=info%3Abibcode%2F1988merc.book..514R&amp;rft.isbn=0816510857&amp;rft.au=C.+T.+Russell&amp;rft.au=D.+N.+Baker&amp;rft.au=J.+A.+Slavin&amp;rft_id=http%3A%2F%2Fwww-ssc.igpp.ucla.edu%2Fpersonnel%2Frussell%2Fpapers%2FmagMercury.pdf&amp;rfr_id=info%3Asid%2Fen.wikiversity.org%3ASolar+System%2C+technical%2FMercury"" class=""Z3988""></span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r2233418""/></span>
"
Methamphetamine_and_aggression.html,92,"<p>The relation concerning methamphetamine and aggressive behaviours has been recently recongised<span class=""noprint"" style=""white-space: nowrap; vertical-align: super; font-size: smaller;"">&#91;<i><a href=""https://en.wikipedia.org/wiki/Wikipedia:Spelling"" class=""extiw"" title=""w:Wikipedia:Spelling""><span title=""Please review nearby text for spelling"">spelling?</span></a></i>&#93;</span> as a growing epidemic throughout Australia and the United States of America<span class=""noprint"" style=""white-space: nowrap; vertical-align: super; font-size: smaller;"">&#91;<i><a href=""https://en.wikipedia.org/wiki/Wikipedia:Citation_needed"" class=""extiw"" title=""w:Wikipedia:Citation needed""><span title=""Please include specific facts with references to reliable sources"">factual?</span></a></i>&#93;</span>. Evidence has suggested that there could be an existing correlation associating the use of methamphetamine with an increase in aggressive and adverse behaviours within an individual<span class=""noprint"" style=""white-space: nowrap; vertical-align: super; font-size: smaller;"">&#91;<i><a href=""https://en.wikipedia.org/wiki/Wikipedia:Citation_needed"" class=""extiw"" title=""w:Wikipedia:Citation needed""><span title=""Please include specific facts with references to reliable sources"">factual?</span></a></i>&#93;</span>. This chapter explores whether the chemical components are primarily contributing to the onset of anger, or whether external, and biological factors are more influential?<span class=""noprint plainlinks"" style=""white-space: nowrap; vertical-align: super; font-size: smaller;"">&#91;<a rel=""nofollow"" class=""external text"" href=""http://public.wsu.edu/~brians/errors/errors.html""><span title=""Please review for grammar mistakes""><i>grammar?</i></span></a>&#93;</span> 
"
Methamphetamine_and_aggression.html,145,"<p>The correlation of methamphetamine use and aggressive behaviours is a growing epidemic that is being investigated in Australia (McKetin, McLaren, Riddell, &amp; Robins, 2006) and the United States of America (Fox &amp; Brown, 2007). In the US, an estimated 10.4 million people aged twelve and over have experimented with methamphetamine at least once (Fox &amp; Brown, 2007). In Australia, approximately 395,000 people have reported recent use of the illicit drug and in 2006, 73,000 people were considered addicted users (McKetin, McLaren, Riddell &amp; Robins, 2006) with numbers increasing. The effects of methamphetamine use on the individual contribute to the onset of aggressive behaviour and violence, as well as having the potential to trigger psychotic symptoms and disorders (Jenkinson, Johnston, McClean, Miller, &amp; Pearce, 2008). These effects not only implicate the individual, but also their family and friends. Although the exact correlation between methamphetamine use and aggressive behaviour still remains uncertain, research has verified that there is a strong association consistent with methamphetamine and an onset of aggression (Lapsworth, 2011). At present, the debate remains open on whether the use of methamphetamine is a singular trigger of aggressive emotions, or purely a biological imbalance combined with external factors (Brendgen et al., 2005). Further research regarding the relation of methamphetamine and aggression is required in order to determine the accuracy of this connection.
"
Methamphetamine_and_aggression.html,303,"</p><p>Covey, H. C. (2007). The Methamphetamine Crisis: Strategies to Save Addicts, Families, and Communities. Westport, CT, United States of America: Praeger Publishers Inc.
"
Methamphetamine_and_aggression.html,311,"</p><p>Krahe, B. (2013). The Social Psychology of Aggression (2nd Edition ed.). New York, United States of America: Psychology Press.
"
Microbiome_and_Mental_Health.html,1103,"<li id=""cite_note-:4-13""><span class=""mw-cite-backlink"">↑ <sup><a href=""#cite_ref-:4_13-0"">13.0</a></sup> <sup><a href=""#cite_ref-:4_13-1"">13.1</a></sup> <sup><a href=""#cite_ref-:4_13-2"">13.2</a></sup></span> <span class=""reference-text""><span class=""citation Journal"">Bravo,&#32;Javier A.&#59;&#32;Forsythe,&#32;Paul&#59;&#32;Chew,&#32;Marianne V.&#59;&#32;Escaravage,&#32;Emily&#59;&#32;Savignac,&#32;Hélène M.&#59;&#32;Dinan,&#32;Timothy G.&#59;&#32;Bienenstock,&#32;John&#59;&#32;Cryan,&#32;John F.&#32;(2011-09-20).&#32;<a rel=""nofollow"" class=""external text"" href=""https://www.ncbi.nlm.nih.gov/pubmed/21876150"">""Ingestion of Lactobacillus strain regulates emotional behavior and central GABA receptor expression in a mouse via the vagus nerve""</a>.&#32;<i>Proceedings of the National Academy of Sciences of the United States of America</i>&#32;<b>108</b>&#32;(38):  16050–16055.&#32;doi:<a rel=""nofollow"" class=""external text"" href=""https://dx.doi.org/10.1073%2Fpnas.1102999108"">10.1073/pnas.1102999108</a>.&#32;ISSN&#160;<a rel=""nofollow"" class=""external text"" href=""http://www.worldcat.org/issn/1091-6490"">1091-6490</a>.&#32;PMID&#160;<a rel=""nofollow"" class=""external text"" href=""http://www.ncbi.nlm.nih.gov/pubmed/21876150"">21876150</a>.&#32;PMC&#160;<a rel=""nofollow"" class=""external text"" href=""http://www.pubmedcentral.gov/articlerender.fcgi?tool=pmcentrez&amp;artid=PMC3179073"">PMC3179073</a><span class=""printonly"">.&#32;<a rel=""nofollow"" class=""external free"" href=""https://www.ncbi.nlm.nih.gov/pubmed/21876150"">https://www.ncbi.nlm.nih.gov/pubmed/21876150</a></span>.</span><span class=""Z3988"" title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.atitle=Ingestion+of+Lactobacillus+strain+regulates+emotional+behavior+and+central+GABA+receptor+expression+in+a+mouse+via+the+vagus+nerve&amp;rft.jtitle=Proceedings+of+the+National+Academy+of+Sciences+of+the+United+States+of+America&amp;rft.aulast=Bravo&amp;rft.aufirst=Javier+A.&amp;rft.au=Bravo%2C%26%2332%3BJavier+A.&amp;rft.au=Forsythe%2C%26%2332%3BPaul&amp;rft.au=Chew%2C%26%2332%3BMarianne+V.&amp;rft.au=Escaravage%2C%26%2332%3BEmily&amp;rft.au=Savignac%2C%26%2332%3BH%C3%A9l%C3%A8ne+M.&amp;rft.au=Dinan%2C%26%2332%3BTimothy+G.&amp;rft.au=Bienenstock%2C%26%2332%3BJohn&amp;rft.au=Cryan%2C%26%2332%3BJohn+F.&amp;rft.date=2011-09-20&amp;rft.volume=108&amp;rft.issue=38&amp;rft.pages=16050%E2%80%9316055&amp;rft_id=info:doi/10.1073%2Fpnas.1102999108&amp;rft_id=info:pmid/21876150&amp;rft.issn=1091-6490&amp;rft_id=https%3A%2F%2Fwww.ncbi.nlm.nih.gov%2Fpubmed%2F21876150&amp;rfr_id=info:sid/en.wikipedia.org:Microbiome_and_Mental_Health""><span style=""display: none;"">&#160;</span></span></span>
"
Military_studies.html,290,"<p>After the Allies had defeated Nazi Germany in 1945, two nations emerged out of the war as world superpowers - the United States of America (USA) and the Union of Soviet Socialist Republics (the Soviet Union or the USSR).
"
